Sub-SN,Part Number,Station1 Measurement,Station2 Measurement,Station3 Measurement,Station4 Measurement,Station5 Measurement,Station6 Measurement,Station7 Measurement,Station8 Measurement,Station9 Measurement,Station10 Measurement
SBN00002374,PCB0001,10.543,9.914,9.582,9.647,10.648,10.898,9.719,9.178,10.271,10.865
SBN00002375,PCB0002,9.932,9.903,9.567,9.934,10.65,10.133,10.372,10.564,9.984,8.541
SBN00002376,PCB0002,10.147,9.381,9.648,10.031,9.753,10.411,10.143,9.703,9.946,9.797
SBN00002377,PCB0003,10.605,10.533,10.324,9.752,9.83,9.496,10.24,10.136,10.362,10.258
SBN00002378,PCB0001,11.165,9.719,10.69,10.46,10.618,9.853,9.959,9.764,9.96,10.208
SBN00002379,PCB0003,9.338,9.823,9.36,9.714,9.779,10.441,10.29,9.694,9.249,9.345
SBN00002380,PCB0003,10.176,10.552,9.868,8.893,10.233,10.32,10.22,10.298,9.214,10.014
SBN00002381,PCB0001,10.272,10.294,10.646,9.885,10.001,9.896,10.095,11.017,10.086,9.661
SBN00002382,PCB0001,9.534,9.829,10.053,9.865,9.768,9.971,10.748,10.836,9.882,9.638
SBN00002383,PCB0001,9.961,9.233,10.318,9.673,9.337,10.396,10.204,10.305,9.811,9.126
SBN00002384,PCB0003,9.985,10.245,10.783,10.269,10.109,9.724,10.201,9.763,10.738,9.82
SBN00002385,PCB0001,9.116,11.591,9.992,9.908,9.484,8.784,9.288,10.407,10.253,9.725
SBN00002386,PCB0001,10.138,10.098,10.837,10.658,9.312,10.059,9.199,9.761,10.701,9.676
SBN00002387,PCB0002,9.792,10.233,9.302,9.605,9.99,10.239,10.092,10.735,10.329,9.378
SBN00002388,PCB0002,11.006,9.402,10.366,15.344,10.163,10.101,10.608,10.402,9.053,10.649
SBN00002389,PCB0003,9.52,10.184,11.161,10.017,10.261,9.259,10.46,9.534,10.77,10.205
SBN00002390,PCB0002,10.018,10.568,9.538,9.746,9.484,10.04,9.885,10.778,10.283,9.443
SBN00002391,PCB0001,9.469,9.822,10.205,15.708,9.2,10.226,9.894,9.833,9.549,9.832
SBN00002392,PCB0001,10.047,9.366,9.731,9.81,10.182,9.345,10.033,9.186,10.378,10.4
SBN00002393,PCB0002,9.762,9.572,9.633,9.758,10.059,9.301,10.029,10.121,9.445,9.807
SBN00002394,PCB0003,9.722,9.812,10.135,9.997,10.156,9.939,9.869,10.759,10.34,10.255
SBN00002395,PCB0003,10.463,10.293,10.655,10.26,10.097,10.44,10.587,9.804,9.02,9.527
SBN00002396,PCB0001,11.454,9.339,9.971,10.587,10.017,9.795,9.744,9.408,9.64,9.948
SBN00002397,PCB0003,10.247,10.218,9.795,10.483,8.906,10.187,10.456,9.763,10.184,10.011
SBN00002398,PCB0002,10.109,11.157,10.493,9.479,8.863,9.932,10.318,9.895,9.803,9.961
SBN00002399,PCB0003,10.139,9.898,9.796,15.37,9.354,9.457,10.121,10.565,10.106,9.939
SBN00002400,PCB0002,10.963,10.584,10.483,9.128,9.976,10.837,9.067,9.838,9.987,9.872
SBN00002401,PCB0002,10.384,9.667,9.271,10.246,9.573,9.648,10.209,9.963,10.549,9.402
SBN00002402,PCB0001,9.993,10.161,9.743,10.745,9.723,10.078,9.689,10.321,10.325,10.143
SBN00002403,PCB0001,10.118,9.543,10.374,9.883,9.905,9.599,8.887,11.083,10.632,9.947
SBN00002404,PCB0002,9.094,10.065,10.584,9.933,11.338,10.128,11.154,10.668,9.465,9.603
SBN00002405,PCB0002,9.637,9.931,10.351,9.666,9.622,10.0,9.126,9.788,10.261,10.408
SBN00002406,PCB0001,9.724,9.691,10.671,9.472,10.471,10.277,9.733,10.024,10.728,9.898
SBN00002407,PCB0001,10.157,9.544,10.271,9.902,10.305,11.579,10.35,9.786,10.187,9.776
SBN00002408,PCB0002,9.225,10.191,9.67,10.348,9.769,9.578,9.274,11.253,10.285,8.86
SBN00002409,PCB0001,9.992,9.648,10.29,9.466,10.461,9.962,10.389,10.556,10.024,10.105
SBN00002410,PCB0001,9.462,9.572,10.474,9.877,10.526,10.8,9.971,10.634,10.344,10.794
SBN00002411,PCB0002,10.93,10.307,9.81,10.165,9.937,10.054,9.709,9.455,10.019,10.093
SBN00002412,PCB0003,9.989,9.743,10.463,9.815,10.767,10.569,8.998,9.949,10.433,10.703
SBN00002413,PCB0001,10.837,10.739,10.279,14.613,9.903,10.873,9.907,9.235,9.791,10.73
SBN00002414,PCB0001,8.978,10.194,9.868,9.735,10.012,9.728,9.726,9.677,10.273,10.528
SBN00002415,PCB0002,10.564,9.798,9.731,10.114,9.95,10.23,9.659,10.395,10.183,10.246
SBN00002416,PCB0003,10.364,10.557,10.636,14.605,9.755,10.307,10.059,9.443,10.283,10.546
SBN00002417,PCB0003,9.279,10.649,8.875,10.533,9.038,9.776,9.51,10.243,9.79,10.091
SBN00002418,PCB0002,10.545,9.844,9.711,9.442,10.048,9.503,9.774,9.377,11.257,9.925
SBN00002419,PCB0003,10.393,10.195,9.557,10.425,9.193,10.402,9.946,10.372,10.423,9.536
SBN00002420,PCB0001,9.998,8.979,10.582,10.593,9.633,9.448,10.038,9.747,9.716,10.443
SBN00002421,PCB0002,9.965,9.442,10.181,9.043,9.374,11.246,9.846,9.939,9.833,9.464
SBN00002422,PCB0002,10.266,10.851,10.827,10.529,9.933,9.992,9.819,10.284,9.892,9.555
SBN00002423,PCB0002,10.146,10.46,9.112,10.101,10.379,10.249,10.251,10.324,9.967,10.208
SBN00002424,PCB0002,9.89,8.849,10.172,9.478,10.51,9.28,9.591,10.155,10.609,9.867
SBN00002425,PCB0003,9.676,9.327,10.183,14.538,9.479,10.031,10.754,10.376,10.254,10.029
SBN00002426,PCB0002,9.911,9.955,9.495,9.829,10.233,11.307,9.973,10.206,9.619,10.11
SBN00002427,PCB0002,10.56,10.272,10.092,9.735,10.139,10.323,10.13,11.298,9.36,9.843
SBN00002428,PCB0002,9.47,10.11,9.181,9.935,10.676,9.149,10.092,11.31,10.081,10.008
SBN00002429,PCB0003,10.217,10.428,10.207,16.049,10.039,9.956,10.501,10.09,10.059,9.69
SBN00002430,PCB0002,9.763,9.591,10.009,9.174,10.147,11.62,10.569,9.712,10.169,9.612
SBN00002431,PCB0001,9.792,10.113,9.401,10.332,10.187,9.561,10.287,9.829,9.814,9.574
SBN00002432,PCB0001,10.146,10.179,9.916,10.366,10.244,10.357,9.566,10.328,10.017,9.889
SBN00002433,PCB0001,10.5,10.595,9.728,9.555,10.961,9.706,10.277,9.407,9.908,9.28
SBN00002434,PCB0003,9.71,9.618,10.454,10.333,9.598,9.634,11.082,9.898,9.987,10.076
SBN00002435,PCB0003,11.192,10.024,9.531,9.095,10.383,10.03,10.724,10.482,9.862,10.611
SBN00002436,PCB0003,10.785,10.473,10.513,9.887,10.099,9.167,10.594,10.82,10.008,9.908
SBN00002437,PCB0001,9.808,10.289,10.666,9.803,10.011,10.27,10.293,10.273,9.717,10.395
SBN00002438,PCB0002,10.156,9.72,10.381,10.559,10.255,9.951,9.124,10.014,10.045,9.857
SBN00002439,PCB0001,9.712,11.04,10.04,10.575,9.307,10.028,9.547,10.812,9.858,9.145
SBN00002440,PCB0003,10.056,10.617,9.959,9.796,9.941,9.88,9.283,10.057,10.21,9.641
SBN00002441,PCB0001,9.183,8.894,9.933,10.738,10.03,10.692,9.905,9.815,11.023,10.407
SBN00002442,PCB0002,9.83,9.94,10.956,9.85,9.68,9.528,10.449,8.982,9.689,9.381
SBN00002443,PCB0002,9.921,10.243,10.413,10.406,9.116,10.385,10.775,10.178,10.27,9.803
SBN00002444,PCB0003,10.14,9.242,10.431,15.18,10.321,10.154,10.561,10.005,9.176,10.193
SBN00002445,PCB0001,9.541,10.258,10.16,14.5,9.316,10.908,10.259,10.493,10.307,9.112
SBN00002446,PCB0003,10.509,10.126,10.279,10.483,10.033,9.692,10.415,9.864,10.305,9.587
SBN00002447,PCB0002,10.41,9.875,10.337,10.421,10.111,9.759,10.084,10.163,9.564,10.411
SBN00002448,PCB0003,9.178,9.421,9.621,10.26,9.366,10.135,9.4,10.456,10.025,9.874
SBN00002449,PCB0001,9.673,10.038,9.125,10.331,10.726,8.745,10.768,10.589,9.916,10.177
SBN00002450,PCB0001,10.614,9.71,9.856,10.671,9.514,10.431,10.121,10.886,10.337,9.89
SBN00002451,PCB0003,9.157,10.431,9.491,9.703,10.652,9.642,10.664,10.434,8.945,10.343
SBN00002452,PCB0002,9.667,10.426,9.499,9.677,10.131,10.205,9.935,9.477,9.614,10.106
SBN00002453,PCB0001,9.546,9.754,10.097,11.134,9.488,10.209,10.138,9.834,10.357,10.023
SBN00002454,PCB0002,9.272,10.856,10.042,15.315,10.59,10.316,10.104,9.17,9.574,10.049
SBN00002455,PCB0003,9.599,10.405,9.963,10.044,9.951,9.917,9.339,9.907,9.61,10.027
SBN00002456,PCB0001,9.667,10.38,9.235,9.847,9.987,9.496,9.707,9.897,9.516,9.195
SBN00002457,PCB0003,9.65,9.374,10.111,14.587,10.124,9.71,9.191,9.784,9.832,10.372
SBN00002458,PCB0002,10.024,9.569,10.185,10.132,10.426,9.018,11.13,10.194,10.435,10.182
SBN00002459,PCB0001,9.911,10.329,9.952,9.823,10.315,10.115,10.779,11.102,9.848,9.157
SBN00002460,PCB0002,9.316,10.505,9.632,9.565,10.343,9.856,9.167,9.631,9.342,9.432
SBN00002461,PCB0001,10.604,10.311,9.939,11.208,9.6,8.98,9.662,10.503,10.249,10.511
SBN00002462,PCB0001,9.571,10.163,9.523,10.801,10.212,10.58,9.007,9.765,10.599,9.864
SBN00002463,PCB0003,10.692,9.232,9.563,9.782,10.248,10.226,9.579,9.828,9.487,9.772
SBN00002464,PCB0001,10.675,10.252,10.746,10.748,10.202,9.037,9.487,10.491,9.693,10.002
SBN00002465,PCB0002,9.31,9.767,11.113,9.753,10.655,9.865,10.066,8.939,9.591,9.862
SBN00002466,PCB0003,9.763,10.257,9.583,10.002,9.733,9.757,9.65,10.236,9.24,10.443
SBN00002467,PCB0003,9.615,10.108,10.206,9.61,10.803,9.453,9.192,10.742,10.09,9.649
SBN00002468,PCB0002,9.846,9.223,9.8,9.93,9.492,10.234,10.269,9.542,10.14,10.128
SBN00002469,PCB0002,9.528,10.473,9.797,10.328,9.946,10.137,9.52,9.736,10.269,9.858
SBN00002470,PCB0003,9.849,10.405,10.647,10.228,10.134,9.62,10.252,9.113,9.495,9.77
SBN00002471,PCB0003,10.07,10.183,10.487,9.836,9.604,9.803,10.101,9.663,9.701,9.876
SBN00002472,PCB0003,10.357,10.658,10.669,10.185,9.895,10.6,10.196,9.939,10.262,9.365
SBN00002473,PCB0003,10.138,9.261,9.761,11.041,9.712,10.344,10.076,10.786,9.548,9.981
SBN00002474,PCB0002,9.742,11.163,10.174,9.216,9.649,10.209,9.931,9.65,11.107,10.102
SBN00002475,PCB0001,9.769,8.729,10.503,14.635,11.36,9.491,10.001,9.087,10.154,9.763
SBN00002476,PCB0002,9.417,10.003,9.058,10.472,9.788,9.932,9.996,10.727,9.338,9.514
SBN00002477,PCB0001,9.055,10.425,10.405,10.027,9.178,9.536,11.111,9.457,10.422,10.176
SBN00002478,PCB0003,10.084,9.748,10.619,10.037,9.042,11.487,9.939,9.923,9.341,10.157
SBN00002479,PCB0003,10.258,9.686,9.842,9.787,10.595,10.243,10.656,10.54,9.577,10.163
SBN00002480,PCB0003,10.094,9.526,10.257,10.348,11.165,9.546,9.821,10.323,10.101,9.484
SBN00002481,PCB0003,9.919,10.039,9.885,9.743,10.625,10.418,9.677,10.242,10.569,10.362
SBN00002482,PCB0003,10.09,9.548,10.728,9.557,9.905,10.981,9.927,9.878,9.458,9.338
SBN00002483,PCB0003,10.261,10.327,10.897,9.608,10.242,10.248,9.659,9.974,10.641,10.103
SBN00002484,PCB0002,10.348,9.711,9.87,9.305,10.527,9.349,10.146,9.51,9.978,10.413
SBN00002485,PCB0002,9.726,10.883,9.524,9.753,10.6,11.137,10.131,9.566,9.946,10.576
SBN00002486,PCB0002,10.119,9.899,10.832,9.943,9.489,9.787,10.619,10.276,10.584,10.492
SBN00002487,PCB0002,9.745,10.126,9.515,9.538,9.493,10.668,9.706,10.616,10.043,10.41
SBN00002488,PCB0002,10.751,10.894,10.295,10.387,9.34,10.201,10.041,10.548,10.217,9.893
SBN00002489,PCB0003,10.179,10.639,10.584,9.96,10.159,9.854,10.087,9.541,10.181,9.747
SBN00002490,PCB0003,10.314,9.326,9.434,10.355,10.091,9.965,9.66,10.775,10.1,8.901
SBN00002491,PCB0001,10.517,10.182,9.296,10.575,11.091,9.331,10.298,10.253,9.039,9.531
SBN00002492,PCB0003,9.944,10.175,9.787,10.346,9.436,9.982,11.212,9.055,9.775,8.876
SBN00002493,PCB0002,10.672,10.342,9.932,10.129,10.28,10.086,10.189,10.383,10.0,10.496
SBN00002494,PCB0002,9.611,9.66,10.713,15.234,10.53,10.12,10.356,10.461,9.356,10.249
SBN00002495,PCB0003,9.912,10.288,10.575,10.404,9.94,9.914,10.149,10.263,9.793,9.743
SBN00002496,PCB0003,10.128,10.388,9.697,10.146,10.515,9.354,9.744,10.071,8.973,9.511
SBN00002497,PCB0001,10.603,10.486,10.113,9.619,10.109,10.203,10.737,10.137,10.556,9.699
SBN00002498,PCB0003,9.793,10.044,10.576,10.954,10.306,10.249,9.611,10.27,10.178,10.36
SBN00002499,PCB0002,10.096,9.904,10.184,10.083,10.195,10.554,10.399,10.795,9.109,10.022
SBN00002500,PCB0003,10.705,10.256,9.589,9.956,9.723,9.755,9.784,10.618,9.85,9.07
SBN00002501,PCB0003,9.553,10.154,9.183,10.617,9.551,10.519,9.572,9.905,10.315,11.021
SBN00002502,PCB0002,10.537,10.249,10.345,10.006,10.093,10.022,9.793,10.912,9.573,10.155
SBN00002503,PCB0003,9.58,9.996,11.017,14.408,9.998,10.244,9.203,9.731,9.55,9.82
SBN00002504,PCB0002,10.463,10.403,9.222,10.076,9.274,10.478,10.577,10.417,9.777,9.037
SBN00002505,PCB0001,9.327,9.557,10.015,10.343,10.851,10.515,9.727,9.759,9.841,9.414
SBN00002506,PCB0003,10.081,10.411,8.89,9.593,10.846,9.685,9.983,10.451,10.487,9.794
SBN00002507,PCB0002,9.384,9.649,9.837,10.306,9.74,10.177,9.866,9.23,10.411,9.346
SBN00002508,PCB0002,10.672,10.286,10.205,9.574,9.449,10.751,10.603,10.676,10.206,9.83
SBN00002509,PCB0001,9.299,9.253,9.892,9.818,10.157,9.715,9.775,11.207,10.803,10.323
SBN00002510,PCB0002,10.25,9.12,10.566,10.459,9.356,10.172,10.818,9.188,10.117,10.305
SBN00002511,PCB0002,9.287,10.573,9.956,9.669,9.874,10.205,9.153,9.84,9.784,10.075
SBN00002512,PCB0001,10.093,10.403,9.956,9.867,9.984,9.332,9.877,9.01,9.913,10.101
SBN00002513,PCB0002,9.165,10.263,9.599,11.708,8.814,10.764,10.183,10.183,10.313,10.346
SBN00002514,PCB0003,10.951,10.706,10.871,9.698,10.381,9.727,9.508,9.561,9.875,9.722
SBN00002515,PCB0003,9.823,9.217,10.234,10.136,10.522,9.948,9.979,10.218,9.847,9.056
SBN00002516,PCB0002,10.134,9.796,10.999,9.633,9.845,9.76,9.076,9.99,9.615,10.559
SBN00002517,PCB0003,9.295,9.571,10.797,9.373,9.73,9.843,10.74,9.716,9.94,10.181
SBN00002518,PCB0002,10.289,9.797,9.817,15.196,10.356,9.69,9.433,9.396,10.074,9.946
SBN00002519,PCB0003,10.338,10.052,10.122,10.541,10.604,9.671,10.631,9.927,9.512,10.192
SBN00002520,PCB0001,10.136,10.636,10.259,9.854,10.239,10.875,9.79,9.526,8.531,10.255
SBN00002521,PCB0002,9.507,9.123,9.82,9.666,9.967,9.539,10.555,9.178,10.0,9.404
SBN00002522,PCB0003,10.167,9.471,9.289,9.94,10.28,10.664,10.446,10.478,10.303,9.095
SBN00002523,PCB0002,9.369,10.009,10.901,10.232,9.81,10.345,10.108,10.217,10.37,9.966
SBN00002524,PCB0003,9.179,9.242,9.441,9.603,10.2,10.385,10.061,9.919,9.71,10.326
SBN00002525,PCB0002,9.912,9.388,10.719,10.542,10.289,9.259,8.934,9.636,10.389,9.6
SBN00002526,PCB0002,10.027,9.648,10.257,10.546,10.115,10.379,9.443,10.144,9.424,10.213
SBN00002527,PCB0003,10.0,10.629,11.102,10.014,9.711,9.963,10.554,10.823,10.029,9.152
SBN00002528,PCB0002,10.078,10.354,9.611,10.734,9.37,9.891,10.567,8.918,10.209,9.685
SBN00002529,PCB0001,10.247,11.085,9.604,9.961,9.123,10.649,9.265,9.708,9.905,10.253
SBN00002530,PCB0002,10.654,10.122,10.027,10.355,9.592,10.685,9.891,9.746,10.75,10.683
SBN00002531,PCB0003,9.473,9.973,10.399,10.231,10.66,10.357,10.157,10.699,10.784,9.99
SBN00002532,PCB0002,9.754,9.536,10.051,9.435,10.099,9.414,11.117,10.193,9.608,10.3
SBN00002533,PCB0003,8.931,9.858,9.929,10.056,10.188,10.314,9.517,10.126,10.582,10.074
SBN00002534,PCB0002,9.696,9.689,10.355,9.46,10.137,10.771,10.611,9.982,10.332,10.229
SBN00002535,PCB0003,9.692,9.919,9.49,10.347,9.695,9.679,9.773,10.073,10.076,9.984
SBN00002536,PCB0001,10.175,9.652,9.211,10.506,9.582,9.393,9.434,10.053,9.124,10.229
SBN00002537,PCB0002,9.348,9.502,9.766,11.244,10.077,9.918,10.37,9.191,11.116,9.686
SBN00002538,PCB0003,10.027,10.0,10.438,9.676,9.913,10.514,9.32,9.309,10.079,10.183
SBN00002539,PCB0002,9.803,10.672,10.226,10.704,9.771,10.518,10.608,9.406,9.475,10.134
SBN00002540,PCB0003,10.141,10.625,9.641,9.835,9.761,10.298,10.325,9.748,10.187,10.283
SBN00002541,PCB0001,10.272,10.727,10.042,10.147,9.619,9.316,9.716,9.948,9.745,9.709
SBN00002542,PCB0001,11.145,10.827,9.924,8.662,9.866,9.288,10.406,9.934,9.558,11.008
SBN00002543,PCB0003,10.342,10.042,10.273,9.634,10.315,9.881,10.321,9.778,10.832,9.695
SBN00002544,PCB0001,9.883,10.125,10.679,10.408,9.869,10.181,10.528,9.765,10.506,10.82
SBN00002545,PCB0002,10.011,9.601,9.87,10.335,9.47,10.216,8.932,10.097,10.467,10.03
SBN00002546,PCB0001,10.238,9.696,9.151,9.985,10.04,9.918,10.254,10.186,10.115,10.047
SBN00002547,PCB0001,10.129,9.096,9.703,15.062,9.368,11.208,10.263,9.886,10.342,9.995
SBN00002548,PCB0001,9.953,9.893,9.889,15.532,10.622,9.974,10.128,9.99,10.654,10.598
SBN00002549,PCB0002,9.628,10.145,9.393,9.483,10.609,10.147,9.782,9.754,10.181,10.224
SBN00002550,PCB0002,10.576,10.381,10.681,10.939,9.654,9.886,10.076,10.068,9.98,10.382
SBN00002551,PCB0001,8.954,10.313,10.489,10.341,10.093,10.273,9.651,9.732,9.271,10.086
SBN00002552,PCB0003,9.469,9.234,10.495,9.68,9.541,10.357,9.803,10.797,10.336,9.428
SBN00002553,PCB0002,9.539,9.997,9.457,10.464,9.703,10.333,9.478,10.586,10.394,9.627
SBN00002554,PCB0003,10.131,10.834,9.915,10.959,10.245,9.795,9.565,9.203,9.704,9.483
SBN00002555,PCB0001,9.824,10.078,10.242,10.464,9.676,9.733,10.6,10.969,9.607,10.42
SBN00002556,PCB0002,10.035,10.286,10.414,10.061,9.901,9.789,10.38,9.447,9.43,8.708
SBN00002557,PCB0003,11.256,9.377,10.685,15.333,9.26,9.907,9.386,10.578,9.916,9.348
SBN00002558,PCB0001,8.977,9.985,10.223,10.026,10.428,9.414,10.042,9.603,10.146,10.143
SBN00002559,PCB0003,10.436,9.982,9.465,9.585,9.521,10.592,9.864,9.61,9.579,10.175
SBN00002560,PCB0002,9.353,10.068,11.124,9.837,9.776,9.831,10.705,9.845,11.112,9.269
SBN00002561,PCB0002,9.54,9.861,8.932,10.8,10.084,9.993,9.799,8.906,10.781,9.402
SBN00002562,PCB0003,9.504,10.189,10.572,15.285,9.804,9.665,9.845,10.389,10.132,9.968
SBN00002563,PCB0001,10.42,10.428,10.354,10.741,10.469,9.908,10.746,10.096,9.894,10.163
SBN00002564,PCB0003,9.4,10.329,10.691,10.562,9.902,10.235,10.76,9.565,9.738,9.859
SBN00002565,PCB0001,10.455,10.082,9.576,9.441,10.174,9.657,10.028,10.11,10.39,9.723
SBN00002566,PCB0002,10.862,10.596,10.132,10.01,10.385,10.644,10.404,9.861,10.26,10.614
SBN00002567,PCB0002,9.826,9.675,9.83,10.61,10.003,9.382,10.197,9.733,9.099,10.322
SBN00002568,PCB0002,10.017,9.578,10.745,16.177,10.727,10.43,8.966,9.741,8.956,9.735
SBN00002569,PCB0001,9.634,10.499,11.027,10.265,11.294,10.281,9.456,10.136,10.135,10.292
SBN00002570,PCB0002,10.689,10.14,9.967,9.806,10.223,10.081,10.059,10.807,9.649,9.384
SBN00002571,PCB0001,9.902,9.565,9.519,9.148,9.909,9.845,9.09,10.373,9.019,9.524
SBN00002572,PCB0002,10.516,9.822,9.627,10.216,9.732,9.186,9.778,9.526,9.819,10.269
SBN00002573,PCB0001,9.364,10.739,9.797,9.807,10.689,9.723,9.265,9.989,10.04,9.083
SBN00002574,PCB0001,10.576,10.098,10.035,8.925,10.438,10.856,10.523,10.644,9.188,10.925
SBN00002575,PCB0003,9.549,10.394,8.809,10.28,10.825,9.459,9.951,10.736,10.071,10.361
SBN00002576,PCB0003,10.434,9.832,9.755,10.526,10.329,10.048,10.392,10.081,10.144,9.433
SBN00002577,PCB0003,10.717,8.864,9.464,10.888,9.016,10.156,10.285,9.983,9.539,9.672
SBN00002578,PCB0003,10.156,10.862,9.59,15.142,9.275,10.426,9.769,10.429,9.739,9.697
SBN00002579,PCB0001,9.509,9.668,10.642,10.247,10.846,10.585,9.24,9.537,10.07,9.503
SBN00002580,PCB0003,10.871,9.944,10.733,9.719,10.676,10.027,9.736,9.398,10.38,9.515
SBN00002581,PCB0003,9.25,10.036,9.518,9.316,9.395,10.381,10.44,10.483,10.124,9.989
SBN00002582,PCB0002,10.102,10.527,10.654,9.347,9.862,10.012,9.961,9.825,10.575,9.897
SBN00002583,PCB0002,9.604,9.467,9.512,10.699,10.489,9.864,10.02,9.884,9.625,10.024
SBN00002584,PCB0003,10.267,9.987,9.489,10.329,10.495,9.482,9.235,10.04,10.472,9.759
SBN00002585,PCB0002,10.885,10.017,10.184,10.548,9.636,10.675,10.182,10.47,10.67,10.046
SBN00002586,PCB0003,10.108,11.047,10.121,14.652,9.827,9.5,10.505,10.478,9.764,9.54
SBN00002587,PCB0002,10.598,10.599,9.108,9.866,9.653,9.611,9.607,9.769,9.876,10.231
SBN00002588,PCB0002,11.116,10.288,10.341,9.62,10.116,10.113,10.21,10.703,9.81,10.068
SBN00002589,PCB0001,10.224,9.944,10.272,15.183,10.135,10.831,9.643,10.033,9.445,9.083
SBN00002590,PCB0003,10.451,9.872,9.306,9.651,9.983,9.51,10.135,9.914,10.144,9.161
SBN00002591,PCB0002,10.4,9.979,9.891,9.849,10.883,9.677,9.478,9.678,10.482,9.502
SBN00002592,PCB0003,9.511,9.394,9.657,9.675,9.249,10.904,10.275,10.126,10.246,9.719
SBN00002593,PCB0001,10.168,9.76,11.15,10.023,9.802,9.79,8.817,10.322,9.45,9.757
SBN00002594,PCB0003,9.955,10.428,10.44,10.196,10.135,10.174,9.646,10.642,9.665,9.427
SBN00002595,PCB0001,10.497,9.719,9.893,9.491,9.942,9.257,9.863,9.663,10.14,9.262
SBN00002596,PCB0003,10.07,8.944,10.206,9.701,9.657,10.786,10.016,10.532,10.627,9.538
SBN00002597,PCB0001,10.832,10.258,9.437,10.662,10.054,10.344,10.204,10.511,10.969,9.074
SBN00002598,PCB0002,9.237,10.587,10.308,9.907,10.545,9.386,10.429,10.909,10.611,10.051
SBN00002599,PCB0001,10.364,9.951,9.867,10.187,10.464,9.75,9.86,10.366,9.23,10.163
SBN00002600,PCB0001,10.473,10.936,10.479,15.249,9.807,9.371,10.948,10.118,10.25,9.533
SBN00002601,PCB0001,9.502,10.022,10.412,9.856,9.945,9.791,9.69,10.353,9.524,9.508
SBN00002602,PCB0001,10.334,9.962,9.09,9.844,10.079,9.727,10.32,10.663,10.914,10.015
SBN00002603,PCB0003,10.292,10.12,9.234,10.172,9.285,9.926,10.032,9.758,9.04,10.698
SBN00002604,PCB0002,9.502,10.106,9.977,10.003,10.073,9.905,9.952,10.179,9.671,10.039
SBN00002605,PCB0003,9.415,9.881,9.652,10.559,10.891,10.258,9.906,10.702,10.088,10.114
SBN00002606,PCB0002,9.644,9.683,9.515,9.347,10.609,9.778,10.0,9.695,10.054,10.14
SBN00002607,PCB0003,9.447,9.844,9.86,9.753,9.781,10.657,9.263,9.919,10.358,9.554
SBN00002608,PCB0002,11.238,10.147,10.006,10.835,9.815,10.472,10.926,10.093,9.871,9.921
SBN00002609,PCB0002,10.274,9.993,9.566,10.022,9.65,10.35,10.047,10.369,10.031,9.832
SBN00002610,PCB0003,10.565,10.125,10.314,11.336,10.584,9.962,9.963,9.638,10.53,10.692
SBN00002611,PCB0002,10.412,9.506,9.563,10.333,9.841,10.127,9.27,9.905,10.538,8.925
SBN00002612,PCB0002,9.917,9.989,10.026,9.822,9.582,9.422,9.826,9.62,10.402,9.698
SBN00002613,PCB0003,9.088,10.323,9.857,9.961,10.052,9.295,9.825,8.966,9.968,10.495
SBN00002614,PCB0001,11.236,10.46,10.156,10.076,9.962,9.921,10.349,10.149,10.565,9.709
SBN00002615,PCB0003,9.381,9.716,10.265,10.377,9.655,10.268,10.235,10.308,8.782,10.263
SBN00002616,PCB0001,10.061,9.977,9.71,10.189,10.802,10.162,9.694,10.27,10.003,9.974
SBN00002617,PCB0003,10.977,10.075,10.532,9.486,10.289,10.043,9.908,9.231,10.262,9.399
SBN00002618,PCB0003,10.574,11.156,10.009,10.076,10.337,9.465,10.368,9.522,10.808,9.972
SBN00002619,PCB0003,9.954,10.268,10.054,10.787,10.27,9.893,9.537,10.137,10.02,9.876
SBN00002620,PCB0001,10.798,10.282,10.145,9.791,10.201,10.812,10.743,9.004,9.661,9.971
SBN00002621,PCB0002,10.291,10.159,9.558,9.767,9.575,10.18,10.551,10.336,10.412,10.579
SBN00002622,PCB0002,10.949,10.491,8.89,10.492,10.073,10.003,10.779,9.397,9.673,9.632
SBN00002623,PCB0003,10.778,10.317,10.65,10.101,9.038,10.265,10.199,10.184,9.598,10.307
SBN00002624,PCB0002,10.264,10.688,9.165,9.753,10.097,9.085,9.726,10.182,9.434,9.904
SBN00002625,PCB0002,10.411,9.564,9.634,10.582,9.519,9.447,9.209,10.306,9.37,10.087
SBN00002626,PCB0003,10.13,9.402,10.319,9.335,9.846,9.965,10.42,10.357,9.701,10.154
SBN00002627,PCB0001,8.884,9.584,10.25,10.436,9.804,9.727,10.386,9.377,9.986,9.947
SBN00002628,PCB0002,10.728,8.974,10.56,9.841,9.854,10.325,9.562,9.828,9.631,10.644
SBN00002629,PCB0003,10.11,10.227,9.707,9.744,9.669,10.118,10.021,10.347,10.095,10.869
SBN00002630,PCB0001,10.46,11.034,9.877,11.327,10.259,10.415,10.841,9.935,9.583,9.837
SBN00002631,PCB0003,10.285,10.389,9.874,10.057,10.198,9.849,10.286,9.631,9.905,9.946
SBN00002632,PCB0003,10.074,9.8,10.179,8.95,11.112,10.532,10.367,9.647,9.667,10.057
SBN00002633,PCB0001,10.297,9.733,9.884,9.248,10.596,9.939,10.688,10.419,10.096,10.49
SBN00002634,PCB0001,9.678,9.385,9.683,9.571,10.026,9.196,10.097,9.651,9.781,10.19
SBN00002635,PCB0001,10.582,9.921,10.089,10.12,9.429,10.121,9.353,9.606,9.868,10.385
